,candidate,run,makespan,tardiness,makespan_reward,tardiness_reward
0,|Deep MARL-MR Beefy (S)_model_3,_1_9,3860.7766,47280.1484375,0.49591535329818726,0.4938381183402366
1,|Deep MARL-MR Beefy (S)_model_3,_1_40,3884.9673,60509.40625,0.5907534956932068,0.06677835571877344
2,|Deep MARL-MR Beefy (S)_model_3,_1_61,3925.5215,35801.515625,0.21304698288440704,0.07366758231906302
3,|Deep MARL-MR Beefy (S)_model_3,_1_89,3968.6672,35803.5,0.5214582681655884,0.4719851376434093
4,|Deep MARL-MR Beefy (S)_model_3,_1_6,3988.5046,35188.0859375,0.5023362040519714,0.8551350134168997
5,|Deep MARL-MR Beefy (S)_model_3,_1_31,4058.883,30970.544921875,0.6207467317581177,0.3455182333296402
6,|Deep MARL-MR Beefy (S)_model_3,_1_48,4070.2322,55398.703125,0.5832080245018005,0.2844870999525599
7,|Deep MARL-MR Beefy (S)_model_3,_1_3,4072.4712,29876.0703125,0.6356761455535889,0.12589742861517378
8,|Deep MARL-MR Beefy (S)_model_3,_1_12,4081.0796,36412.37109375,0.4252200722694397,0.5366542352662025
9,|Deep MARL-MR Beefy (S)_model_3,_1_43,4090.5376,51901.01171875,0.3504384756088257,0.0
10,|Deep MARL-MR Beefy (S)_model_3,_1_29,4106.8477,46511.59375,0.5713515281677246,0.0
11,|Deep MARL-MR Beefy (S)_model_3,_1_54,4138.3525,29181.32421875,0.2930494546890259,0.5890083023480874
12,|Deep MARL-MR Beefy (S)_model_3,_1_35,4139.7173,58315.69140625,0.32209792733192444,0.4093930669225709
13,|Deep MARL-MR Beefy (S)_model_3,_1_51,4158.1055,49274.5625,0.3760347068309784,0.42378378557455154
14,|Deep MARL-MR Beefy (S)_model_3,_1_77,4182.537,40261.5,0.0,0.0
15,|Deep MARL-MR Beefy (S)_model_3,_1_45,4185.3135,27146.759765625,0.4158068299293518,0.581568364892259
16,|Deep MARL-MR Beefy (S)_model_3,_1_95,4187.4663,41097.0859375,0.38750913739204407,0.2386031552960216
17,|Deep MARL-MR Beefy (S)_model_3,_1_19,4189.659,30892.869140625,0.579602837562561,0.26212566614407173
18,|Deep MARL-MR Beefy (S)_model_3,_1_10,4193.1133,64374.40625,0.0,0.06977521161655346
19,|Deep MARL-MR Beefy (S)_model_3,_1_92,4193.3853,44890.78125,0.5112221837043762,0.16865726779141152
20,|Deep MARL-MR Beefy (S)_model_3,_1_87,4212.328,52414.70703125,0.4185435175895691,0.34855241557303857
21,|Deep MARL-MR Beefy (S)_model_3,_1_57,4212.4507,21979.31640625,0.4935556650161743,0.3110347501764238
22,|Deep MARL-MR Beefy (S)_model_3,_1_67,4212.538,40669.8671875,0.48866456747055054,0.3646694992226192
23,|Deep MARL-MR Beefy (S)_model_3,_1_68,4214.3955,34396.3203125,0.576858639717102,0.5652571416233195
24,|Deep MARL-MR Beefy (S)_model_3,_1_14,4237.678,47459.00390625,0.6905253529548645,0.423754104461325
25,|Deep MARL-MR Beefy (S)_model_3,_1_52,4254.605,35900.75,0.3252667784690857,0.32145564749717254
26,|Deep MARL-MR Beefy (S)_model_3,_1_18,4256.282,36679.55078125,0.46612584590911865,0.33431509793345865
27,|Deep MARL-MR Beefy (S)_model_3,_1_32,4257.989,59998.76953125,0.5314636826515198,0.26969425623603555
28,|Deep MARL-MR Beefy (S)_model_3,_1_20,4261.6655,23137.587890625,0.422751247882843,0.344233411014603
29,|Deep MARL-MR Beefy (S)_model_3,_1_28,4277.773,58383.85546875,0.2178998738527298,0.3272784291727981
30,|Deep MARL-MR Beefy (S)_model_3,_1_56,4293.8184,28371.669921875,0.2156006395816803,0.4655201939866655
31,|Deep MARL-MR Beefy (S)_model_3,_1_96,4299.2534,52680.17578125,0.5042389631271362,0.0
32,|Deep MARL-MR Beefy (S)_model_3,_1_100,4301.34,25421.46875,0.5779832005500793,0.0
33,|Deep MARL-MR Beefy (S)_model_3,_1_46,4303.0654,25224.25390625,0.38423317670822144,0.0748102638236357
34,|Deep MARL-MR Beefy (S)_model_3,_1_58,4316.4033,26650.537109375,0.32009512186050415,0.21494299017856858
35,|Deep MARL-MR Beefy (S)_model_3,_1_78,4324.243,53371.59765625,0.6069291234016418,0.0
36,|Deep MARL-MR Beefy (S)_model_3,_1_44,4330.7544,44513.76171875,0.231460839509964,0.4171918225013529
37,|Deep MARL-MR Beefy (S)_model_3,_1_65,4331.684,28872.640625,0.49375998973846436,0.4852764107577995
38,|Deep MARL-MR Beefy (S)_model_3,_1_13,4339.9346,37248.30859375,0.3785340487957001,0.37944399321175043
39,|Deep MARL-MR Beefy (S)_model_3,_1_41,4341.874,46718.63671875,0.7602953910827637,0.48724190254333105
40,|Deep MARL-MR Beefy (S)_model_3,_1_75,4355.539,28724.041015625,0.6477671265602112,0.2600408709447876
41,|Deep MARL-MR Beefy (S)_model_3,_1_38,4358.2173,35519.64453125,0.45682579278945923,0.6280832616084153
42,|Deep MARL-MR Beefy (S)_model_3,_1_25,4359.4404,24502.701171875,0.08164229243993759,0.26936185636055626
43,|Deep MARL-MR Beefy (S)_model_3,_1_83,4379.556,28399.34765625,0.6472155451774597,0.09472699920874697
44,|Deep MARL-MR Beefy (S)_model_3,_1_84,4392.814,43515.54296875,0.5374215245246887,0.4326064386760772
45,|Deep MARL-MR Beefy (S)_model_3,_1_2,4406.7754,68059.2265625,0.35392528772354126,0.0
46,|Deep MARL-MR Beefy (S)_model_3,_1_23,4410.259,24279.111328125,0.4968905448913574,0.4975185480210406
47,|Deep MARL-MR Beefy (S)_model_3,_1_15,4411.4736,53361.9375,0.0,0.2882128741043283
48,|Deep MARL-MR Beefy (S)_model_3,_1_1,4434.9478,27831.791015625,0.16782088577747345,0.4202403166065281
49,|Deep MARL-MR Beefy (S)_model_3,_1_8,4441.2607,42565.32421875,0.8953535556793213,0.0
50,|Deep MARL-MR Beefy (S)_model_3,_1_39,4443.332,38403.0546875,0.6607294082641602,0.46676537942549173
51,|Deep MARL-MR Beefy (S)_model_3,_1_93,4445.2627,34713.54296875,0.0,0.44942814961143385
52,|Deep MARL-MR Beefy (S)_model_3,_1_69,4473.8403,36707.7265625,0.44488027691841125,0.3495839494670621
53,|Deep MARL-MR Beefy (S)_model_3,_1_11,4489.2646,29744.806640625,0.5940291881561279,0.2395859841870179
54,|Deep MARL-MR Beefy (S)_model_3,_1_55,4498.244,17254.859375,0.424739807844162,0.4750885389441861
55,|Deep MARL-MR Beefy (S)_model_3,_1_22,4498.7104,51279.04296875,0.7097700834274292,0.43834738405645796
