,candidate,run,makespan,tardiness,makespan_reward,tardiness_reward
0,|Local_model_4,_1_9,3810.3071,49027.375,0.24976418912410736,0.1210477843177641
1,|Local_model_4,_1_61,3819.1438,32987.69921875,0.46305960416793823,0.13443399024629554
2,|Local_model_4,_1_89,3976.287,37514.609375,0.33206212520599365,0.14178943206591177
3,|Local_model_4,_1_40,4011.5903,56276.71875,0.22287599742412567,0.13383306831038383
4,|Local_model_4,_1_28,4039.1138,60579.5,0.5809256434440613,0.15350341437732684
5,|Local_model_4,_1_43,4039.9944,48275.6484375,0.3018489480018616,0.0
6,|Local_model_4,_1_48,4042.249,55800.2890625,0.37841495871543884,0.14224236104052596
7,|Local_model_4,_1_54,4043.336,27406.92578125,0.2677280306816101,0.2803426413037898
8,|Local_model_4,_1_6,4045.5046,36150.7421875,0.2471746951341629,0.12421944705481189
9,|Local_model_4,_1_31,4098.335,30643.9375,0.3212866485118866,0.15740938734109594
10,|Local_model_4,_1_3,4098.471,26284.541015625,0.18285536766052246,0.21296383586411965
11,|Local_model_4,_1_29,4100.8477,45070.1171875,0.26590695977211,0.08648633136361124
12,|Local_model_4,_1_51,4150.37,50365.671875,0.22169150412082672,0.11465619594211386
13,|Local_model_4,_1_12,4155.587,37721.73828125,0.1882047951221466,0.10275823385085875
14,|Local_model_4,_1_77,4156.537,42092.22265625,0.14706730842590332,0.0
15,|Local_model_4,_1_45,4172.449,26991.828125,0.3304629921913147,0.21205920481165208
16,|Local_model_4,_1_10,4183.1133,58328.33203125,0.06168825924396515,0.19222306366069275
17,|Local_model_4,_1_92,4188.9526,39630.65625,0.26665952801704407,0.1733079159364931
18,|Local_model_4,_1_57,4195.686,23828.572265625,0.2251114547252655,0.09845216900519672
19,|Local_model_4,_1_87,4197.328,51067.1640625,0.2668330669403076,0.19009637436670815
20,|Local_model_4,_1_95,4215.4346,39943.28515625,0.21636053919792175,0.09365287256844905
21,|Local_model_4,_1_68,4219.9175,34472.73828125,0.27699315547943115,0.19012883531195493
22,|Local_model_4,_1_32,4226.7217,62130.203125,0.2286546528339386,0.17270146984287887
23,|Local_model_4,_1_35,4233.2485,61542.6796875,0.14665888249874115,0.14244488917325124
24,|Local_model_4,_1_14,4237.678,41580.68359375,0.26895731687545776,0.18868902640682492
25,|Local_model_4,_1_66,4244.333,43638.41015625,0.31858134269714355,0.1893717665501295
26,|Local_model_4,_1_19,4253.448,32189.5,0.18170928955078125,0.11301829878224628
27,|Local_model_4,_1_20,4254.3477,22400.41015625,0.26484426856040955,0.15948688417699544
28,|Local_model_4,_1_58,4257.0654,22823.1953125,0.2745952606201172,0.1440167098729564
29,|Local_model_4,_1_44,4272.6597,46903.5390625,0.3518616259098053,0.1340532058481034
30,|Local_model_4,_1_52,4276.6787,35562.50390625,0.2082560509443283,0.09241396230246017
31,|Local_model_4,_1_65,4278.9473,26965.36328125,0.2660522162914276,0.15657671984394697
32,|Local_model_4,_1_46,4291.7764,22767.208984375,0.24883896112442017,0.20269202997432065
33,|Local_model_4,_1_67,4291.8623,38270.67578125,0.2059127390384674,0.19540384495636753
34,|Local_model_4,_1_18,4296.419,36817.76171875,0.22635863721370697,0.13643698590673337
35,|Local_model_4,_1_56,4299.2705,24359.34765625,0.26661545038223267,0.23548055543581034
36,|Local_model_4,_1_100,4308.8164,24493.896484375,0.27432048320770264,0.0
37,|Local_model_4,_1_25,4310.015,25036.1875,0.30175551772117615,0.07143461476467294
38,|Local_model_4,_1_41,4314.4287,45957.53125,0.40259143710136414,0.15553402175590242
39,|Local_model_4,_1_96,4319.3433,46626.1796875,0.20183983445167542,0.0
40,|Local_model_4,_1_78,4319.7285,51844.0546875,0.2333132028579712,0.0
41,|Local_model_4,_1_13,4322.2773,37779.2265625,0.21280817687511444,0.09546988102105833
42,|Local_model_4,_1_38,4352.604,35375.13671875,0.23405739665031433,0.23661516462177118
