,candidate,run,makespan,tardiness,makespan_reward,tardiness_reward
87,|(2) Initialization|model|Xavier_model_0,_1_77,4600.327,40205.77734375,0.004869619384407997,0.03492481630407193
88,|(2) Initialization|model|Xavier_model_0,_1_14,4425.127,66185.2890625,0.02744496986269951,0.0
89,|(2) Initialization|model|Xavier_model_0,_1_13,4447.9756,52987.8125,0.042482100427150726,0.012425662498316056
90,|(2) Initialization|model|Xavier_model_0,_1_25,4308.8125,36580.51953125,0.04604284092783928,0.018542950325186647
91,|(2) Initialization|model|Xavier_model_0,_1_22,4844.5703,65046.984375,0.03963074833154678,0.031187161368135555
92,|(2) Initialization|model|Xavier_model_0,_1_49,5214.6455,28662.12109375,0.029269475489854813,0.04346348214057303
93,|(2) Initialization|model|Xavier_model_0,_1_76,5090.426,37513.51953125,0.042542871087789536,0.028573909205545128
94,|(2) Initialization|model|Xavier_model_0,_1_82,4560.8994,42496.16015625,0.03755507618188858,0.0488280921920235
95,|(2) Initialization|model|Xavier_model_0,_1_85,4822.207,57115.8828125,0.03172475844621658,0.027004882119447078
96,|(2) Initialization|model|Xavier_model_0,_1_71,4798.936,53468.7109375,0.036936163902282715,0.03651433916018775
97,|(2) Initialization|model|Xavier_model_0,_1_78,4377.3926,61534.40234375,0.03833815082907677,0.02427599001324423
98,|(2) Initialization|model|Xavier_model_0,_1_47,4707.7007,37803.34375,0.04058648645877838,0.03575795605405157
99,|(2) Initialization|model|Xavier_model_0,_1_40,4138.5903,57909.609375,0.0361134335398674,0.04887005163226686
100,|(2) Initialization|model|Orthogonal_model_1,_1_35,4676.4883,65534.52734375,0.0,0.03801396621342078
101,|(2) Initialization|model|Orthogonal_model_1,_1_32,4898.627,59477.11328125,0.01996740512549877,0.03588999293560338
102,|(2) Initialization|model|Orthogonal_model_1,_1_92,4408.16,48312.3515625,0.026592906564474106,0.038068743975968426
103,|(2) Initialization|model|Orthogonal_model_1,_1_66,4314.6323,61107.4453125,0.05088851973414421,0.01092133092328722
104,|(2) Initialization|model|Orthogonal_model_1,_1_59,4941.7007,33220.21484375,0.020224682986736298,0.006411414008777195
105,|(2) Initialization|model|Orthogonal_model_1,_1_61,3943.0986,54127.74609375,0.0345538929104805,0.015902266489784617
106,|(2) Initialization|model|Orthogonal_model_1,_1_95,4730.368,53417.8359375,0.0,0.010306191799883395
107,|(2) Initialization|model|Orthogonal_model_1,_1_57,4281.75,44599.6640625,0.035279180854558945,0.0
108,|(2) Initialization|model|Orthogonal_model_1,_1_68,4603.134,45262.828125,0.0,0.027213593121869686
109,|(2) Initialization|model|Orthogonal_model_1,_1_50,4696.2046,47509.7109375,0.03463301062583923,0.051132971132054325
110,|(2) Initialization|model|Orthogonal_model_1,_1_33,5007.5317,53082.7734375,0.031946804374456406,0.04064926890210612
111,|(2) Initialization|model|Orthogonal_model_1,_1_34,4550.117,28378.845703125,0.04814310371875763,0.013546795390120723
112,|(2) Initialization|model|Orthogonal_model_1,_1_51,4281.37,63157.0703125,0.029062669724225998,0.01662995185669092
113,|(2) Initialization|model|Orthogonal_model_1,_1_56,4285.131,39750.2421875,0.04099396616220474,0.016398162975754044
114,|(2) Initialization|model|Orthogonal_model_1,_1_69,4776.886,53019.3359375,0.02756895311176777,0.004183032652205358
115,|(2) Initialization|model|Orthogonal_model_1,_1_94,4618.179,55864.1796875,0.038858380168676376,0.018696818574758994
116,|(2) Initialization|model|Orthogonal_model_1,_1_60,4959.675,33404.6484375,0.047695428133010864,0.01993125575410904
117,|(2) Initialization|model|Orthogonal_model_1,_1_67,4554.991,52925.36328125,0.005799486767500639,0.029136468938970924
118,|(2) Initialization|model|Orthogonal_model_1,_1_93,4406.7373,46772.4140625,0.04500840976834297,0.015517676419884378
119,|(2) Initialization|model|Orthogonal_model_1,_1_58,4430.158,30035.302734375,0.03374165669083595,0.021748285320697485
120,|(2) Initialization|model|Orthogonal_model_1,_1_5,4706.7905,51429.39453125,0.03292855620384216,0.04346273218801444
121,|(2) Initialization|model|Orthogonal_model_1,_1_2,4650.5435,73601.4453125,0.04168245568871498,0.02135679891438521
122,|(2) Initialization|model|Orthogonal_model_1,_1_3,4277.471,37424.71484375,0.01684425212442875,0.040758550241430255
123,|(2) Initialization|model|Orthogonal_model_1,_1_4,5051.723,46073.4765625,0.05055490881204605,0.02386887454968167
124,|(2) Initialization|model|Orthogonal_model_1,_1_45,4226.3135,47556.390625,0.03804207220673561,0.0
125,|(2) Initialization|model|Orthogonal_model_1,_1_89,4408.5186,45443.078125,0.005676701199263334,0.026176164505420058
126,|(2) Initialization|model|Orthogonal_model_1,_1_42,4629.0264,49255.44921875,0.04803397133946419,0.034886376815784735
127,|(2) Initialization|model|Orthogonal_model_1,_1_80,4970.4614,45960.0078125,0.01956932619214058,0.026612747311159732
128,|(2) Initialization|model|Orthogonal_model_1,_1_74,5295.326,45685.203125,0.0003763225977309048,0.03511873668702936
129,|(2) Initialization|model|Orthogonal_model_1,_1_73,5143.7466,43644.00390625,0.007899121381342411,0.017468984955637975
130,|(2) Initialization|model|Orthogonal_model_1,_1_87,4336.328,62509.44140625,0.025802040472626686,0.026987456748604578
131,|(2) Initialization|model|Orthogonal_model_1,_1_27,4725.524,38633.83984375,0.01529600191861391,0.03594357138408933
132,|(2) Initialization|model|Orthogonal_model_1,_1_18,4279.758,48591.29296875,0.04843347147107124,0.01093223245032189
133,|(2) Initialization|model|Orthogonal_model_1,_1_20,4486.9824,33538.0078125,0.007594237104058266,0.02155879896330641
134,|(2) Initialization|model|Orthogonal_model_1,_1_16,5146.105,39342.19921875,0.0,0.03200518347970406
135,|(2) Initialization|model|Orthogonal_model_1,_1_29,4318.755,45595.671875,0.013358347117900848,0.05210048803623378
136,|(2) Initialization|model|Orthogonal_model_1,_1_11,4656.9634,38545.74609375,0.018155576661229134,0.021265470893074772
137,|(2) Initialization|model|Orthogonal_model_1,_1_86,4597.19,38023.1796875,0.027795862406492233,0.008815330128376604
138,|(2) Initialization|model|Orthogonal_model_1,_1_72,4663.128,49489.171875,0.03816642239689827,0.03629240920555033
139,|(2) Initialization|model|Orthogonal_model_1,_1_75,4560.793,43814.89453125,0.01564275100827217,0.0
140,|(2) Initialization|model|Orthogonal_model_1,_1_81,4943.3213,45383.234375,0.024647507816553116,0.007971675711772642
141,|(2) Initialization|model|Orthogonal_model_1,_1_88,4618.213,47051.78125,0.0346149280667305,0.016836423360701583
142,|(2) Initialization|model|Orthogonal_model_1,_1_43,4435.7607,58937.36328125,0.01595844142138958,0.023919045513141994
143,|(2) Initialization|model|Orthogonal_model_1,_1_44,4660.1055,64454.46875,0.001792742172256112,0.0033560079867158846
144,|(2) Initialization|model|Orthogonal_model_1,_1_10,4324.0107,63026.609375,0.008569584228098392,0.048754912807855884
145,|(2) Initialization|model|Orthogonal_model_1,_1_17,4652.107,59151.5234375,0.03506788983941078,0.018694459744151643
146,|(2) Initialization|model|Orthogonal_model_1,_1_28,4327.9194,63039.5390625,0.02940407209098339,0.04362980228177657
147,|(2) Initialization|model|Orthogonal_model_1,_1_21,4852.4683,46166.4609375,0.05629337951540947,0.01235807993778587
148,|(2) Initialization|model|Orthogonal_model_1,_1_26,5042.0713,50670.19140625,0.038649655878543854,0.019995947068318438
149,|(2) Initialization|model|Orthogonal_model_1,_1_19,4421.1133,40667.0703125,0.02783479169011116,0.026532644762205876
150,|(2) Initialization|model|Orthogonal_model_1,_1_62,5023.503,48598.43359375,0.035078126937150955,0.009263497497696326
151,|(2) Initialization|model|Orthogonal_model_1,_1_96,4822.6494,51544.7109375,0.0012384981382638216,0.026736608786581073
152,|(2) Initialization|model|Orthogonal_model_1,_1_91,4917.135,32744.701171875,0.014330037869513035,0.02330298506433105
153,|(2) Initialization|model|Orthogonal_model_1,_1_65,4440.4014,42914.1953125,0.029035300016403198,0.009378552991247124
154,|(2) Initialization|model|Orthogonal_model_1,_1_53,4654.259,41135.11328125,0.03141159564256668,0.012598922791802874
155,|(2) Initialization|model|Orthogonal_model_1,_1_98,4968.9893,40755.6171875,0.006171434186398983,0.01885490262193254
156,|(2) Initialization|model|Orthogonal_model_1,_1_54,4219.9775,41555.01953125,0.028529614210128784,0.013528227906999334
157,|(2) Initialization|model|Orthogonal_model_1,_1_38,4816.84,40738.47265625,0.008040394634008408,0.0439800793338033
158,|(2) Initialization|model|Orthogonal_model_1,_1_31,4330.8867,50194.203125,0.0257890522480011,0.004261700613627479
159,|(2) Initialization|model|Orthogonal_model_1,_1_36,5046.6567,41342.9921875,0.021081995218992233,0.04245072215643924
160,|(2) Initialization|model|Orthogonal_model_1,_1_55,5244.238,42119.8125,0.0,0.0
161,|(2) Initialization|model|Orthogonal_model_1,_1_52,4287.7324,47607.8828125,0.042606718838214874,0.02878082498439078
162,|(2) Initialization|model|Orthogonal_model_1,_1_99,4520.121,51737.8046875,0.039739497005939484,0.0
163,|(2) Initialization|model|Orthogonal_model_1,_1_64,5741.272,27554.216796875,0.016460975632071495,0.00795812273870848
164,|(2) Initialization|model|Orthogonal_model_1,_1_90,4792.8,54008.359375,0.014456572942435741,0.0004315636100386704
165,|(2) Initialization|model|Orthogonal_model_1,_1_97,4568.117,39234.5078125,0.002328908769413829,0.014133822036779233
166,|(2) Initialization|model|Orthogonal_model_1,_1_63,4745.749,46569.828125,0.017266415059566498,0.016646109722398533
167,|(2) Initialization|model|Orthogonal_model_1,_1_37,5054.327,62506.3125,0.020932968705892563,0.03848317769601789
168,|(2) Initialization|model|Orthogonal_model_1,_1_30,4951.3794,45095.703125,0.035751644521951675,0.01608083080773982
169,|(2) Initialization|model|Orthogonal_model_1,_1_39,4628.4116,50825.23046875,0.022514574229717255,0.01505299404886666
170,|(2) Initialization|model|Orthogonal_model_1,_1_100,4417.6914,32921.09765625,0.016982370987534523,0.021982524408705073
171,|(2) Initialization|model|Orthogonal_model_1,_1_8,4639.309,45700.796875,0.009267967194318771,0.03523066289123504
172,|(2) Initialization|model|Orthogonal_model_1,_1_1,4646.3633,46673.83984375,0.015242260880768299,0.0064909659491747315
173,|(2) Initialization|model|Orthogonal_model_1,_1_6,4381.6426,54465.98828125,0.02372167445719242,0.0028779208715809194
174,|(2) Initialization|model|Orthogonal_model_1,_1_7,4721.1562,40381.2421875,0.022313671186566353,0.0
175,|(2) Initialization|model|Orthogonal_model_1,_1_9,4135.11,59372.58203125,0.010838760994374752,0.030824160968697403
176,|(2) Initialization|model|Orthogonal_model_1,_1_23,4528.259,38052.46875,0.00044087888090871274,0.011398925999171963
177,|(2) Initialization|model|Orthogonal_model_1,_1_24,4767.246,44818.8828125,0.035759974271059036,0.0
178,|(2) Initialization|model|Orthogonal_model_1,_1_12,4200.745,51300.01953125,0.030271023511886597,0.01676272433239713
179,|(2) Initialization|model|Orthogonal_model_1,_1_15,4455.4736,51213.69140625,0.031072337180376053,0.06177166568730371
180,|(2) Initialization|model|Orthogonal_model_1,_1_41,4845.6094,53371.76171875,0.02213415317237377,0.032160405815309406
181,|(2) Initialization|model|Orthogonal_model_1,_1_79,4737.9536,42322.453125,0.035938553512096405,0.02029346636780335
182,|(2) Initialization|model|Orthogonal_model_1,_1_46,4432.961,31884.603515625,0.01980377919971943,0.023097975282494996
183,|(2) Initialization|model|Orthogonal_model_1,_1_70,4689.295,27497.7734375,0.04614359885454178,0.031410718247927454
184,|(2) Initialization|model|Orthogonal_model_1,_1_84,4599.534,47104.0234375,0.030723653733730316,0.04709504719424403
185,|(2) Initialization|model|Orthogonal_model_1,_1_48,4377.249,48058.6484375,0.025842448696494102,0.06104516166909625
186,|(2) Initialization|model|Orthogonal_model_1,_1_83,4426.4473,35318.21484375,0.03928884118795395,0.02577683698957792
187,|(2) Initialization|model|Orthogonal_model_1,_1_77,4632.7075,35224.1953125,0.0015416572568938136,0.05244566230998853
188,|(2) Initialization|model|Orthogonal_model_1,_1_14,4304.42,51289.90625,0.040294524282217026,0.0439467189691466
189,|(2) Initialization|model|Orthogonal_model_1,_1_13,5143.6235,41230.59765625,0.0,0.05044471606502246
190,|(2) Initialization|model|Orthogonal_model_1,_1_25,4467.4297,40791.94140625,0.019756505265831947,0.00041053919193222713
191,|(2) Initialization|model|Orthogonal_model_1,_1_22,4934.9087,67466.15625,0.026291174814105034,0.025648879619091326
192,|(2) Initialization|model|Orthogonal_model_1,_1_49,5163.916,31854.552734375,0.05078868940472603,0.03415894291667961
193,|(2) Initialization|model|Orthogonal_model_1,_1_76,5090.794,37512.5546875,0.04247068241238594,0.028577740394814918
194,|(2) Initialization|model|Orthogonal_model_1,_1_82,5007.6924,48028.0546875,0.006394138094037771,0.025710218403356477
195,|(2) Initialization|model|Orthogonal_model_1,_1_85,4903.211,55655.7890625,0.019414344802498817,0.030486107101146114
196,|(2) Initialization|model|Orthogonal_model_1,_1_71,4915.654,55824.6015625,0.02254878357052803,0.027310434742054808
197,|(2) Initialization|model|Orthogonal_model_1,_1_78,4713.8813,53242.7421875,0.016283109784126282,0.05614984644452284
198,|(2) Initialization|model|Orthogonal_model_1,_1_47,4818.7754,45793.1015625,0.026874370872974396,0.005349792235034117
199,|(2) Initialization|model|Orthogonal_model_1,_1_40,4472.5903,66782.765625,0.01319189928472042,0.021760041330351233
200,|(6) PPO|PPO_model_0,_1_35,4395.0693,78448.9921875,0.03372842073440552,0.0
201,|(6) PPO|PPO_model_0,_1_32,4580.071,68721.0390625,0.03372163325548172,0.0012760292196327596
202,|(6) PPO|PPO_model_0,_1_92,4413.8403,55740.66796875,0.026032503694295883,0.013327309117449596
203,|(6) PPO|PPO_model_0,_1_66,4809.302,60094.0703125,0.016820291057229042,0.014837301131760135
204,|(6) PPO|PPO_model_0,_1_59,4838.2437,28508.08984375,0.03488076850771904,0.029219586269106083
205,|(6) PPO|PPO_model_0,_1_61,4007.1655,45884.703125,0.02362237311899662,0.03674615557697446
206,|(6) PPO|PPO_model_0,_1_95,4748.368,51138.15234375,0.0,0.019705162356381995
207,|(6) PPO|PPO_model_0,_1_57,4291.4272,32518.435546875,0.034548647701740265,0.038862159727907096
208,|(6) PPO|PPO_model_0,_1_68,4388.0405,48508.12109375,0.026228774338960648,0.013497711057604136
209,|(6) PPO|PPO_model_0,_1_50,4870.815,60393.546875,0.019716449081897736,0.010203348841879876
210,|(6) PPO|PPO_model_0,_1_33,5065.46,60903.7890625,0.021328629925847054,0.021195403303542675
211,|(6) PPO|PPO_model_0,_1_34,4598.5405,23339.078125,0.04282385855913162,0.03607342021984316
212,|(6) PPO|PPO_model_0,_1_51,4191.243,64761.72265625,0.03628363460302353,0.010979103784472925
213,|(6) PPO|PPO_model_0,_1_56,4262.168,40709.66015625,0.04653005301952362,0.011842826105318012
214,|(6) PPO|PPO_model_0,_1_69,4850.92,46640.125,0.0225007813423872,0.026869142122541746
215,|(6) PPO|PPO_model_0,_1_94,4618.179,55243.94140625,0.038858380168676376,0.020985576275807896
216,|(6) PPO|PPO_model_0,_1_60,5020.45,32472.96484375,0.041982103139162064,0.023595862955297038
217,|(6) PPO|PPO_model_0,_1_67,4465.618,51459.76171875,0.022609174251556396,0.03309861568172428
218,|(6) PPO|PPO_model_0,_1_93,4424.3643,46298.44140625,0.04070894047617912,0.017661516523269003
219,|(6) PPO|PPO_model_0,_1_58,4498.859,34558.12890625,0.021797385066747665,0.0
220,|(6) PPO|PPO_model_0,_1_5,4678.964,63430.453125,0.0361366905272007,0.0112330630955203
221,|(6) PPO|PPO_model_0,_1_2,4755.6094,76393.0625,0.03160145878791809,0.011857908722536213
222,|(6) PPO|PPO_model_0,_1_3,4212.3594,42220.640625,0.026797566562891006,0.02292931658588132
223,|(6) PPO|PPO_model_0,_1_4,5164.723,45129.98046875,0.03287709504365921,0.027482702484072623
224,|(6) PPO|PPO_model_0,_1_45,4366.126,41981.23828125,0.025408722460269928,0.011298014718433787
225,|(6) PPO|PPO_model_0,_1_89,4142.7993,46606.43359375,0.03826926648616791,0.02216681499730072
226,|(6) PPO|PPO_model_0,_1_42,4735.666,51831.1875,0.03222272917628288,0.025702371219158363
227,|(6) PPO|PPO_model_0,_1_80,4891.565,42547.4921875,0.024365156888961792,0.03882779737243115
228,|(6) PPO|PPO_model_0,_1_74,4836.7617,55421.0625,0.03531992435455322,0.00027505812743642264
229,|(6) PPO|PPO_model_0,_1_73,5117.9526,36288.60546875,0.013319384306669235,0.041747796936238646
230,|(6) PPO|PPO_model_0,_1_87,4286.6846,69679.640625,0.03157162666320801,0.0033060562448856503
231,|(6) PPO|PPO_model_0,_1_27,4753.524,38691.171875,0.0064839511178433895,0.035769920883012035
232,|(6) PPO|PPO_model_0,_1_18,4881.883,48816.08984375,0.0,0.009856575453390692
233,|(6) PPO|PPO_model_0,_1_20,4358.384,34522.60546875,0.03305109590291977,0.016863241826194433
234,|(6) PPO|PPO_model_0,_1_16,4642.223,45906.03515625,0.03802312910556793,0.0
235,|(6) PPO|PPO_model_0,_1_29,4213.07,52605.171875,0.03400680422782898,0.0306101127777871
236,|(6) PPO|PPO_model_0,_1_11,4529.5083,35561.51171875,0.04843435809016228,0.032472977541848976
237,|(6) PPO|PPO_model_0,_1_86,4588.19,33839.078125,0.02899281308054924,0.031756353324611804
238,|(6) PPO|PPO_model_0,_1_72,4721.128,58961.96484375,0.03315410017967224,0.005576111815436552
239,|(6) PPO|PPO_model_0,_1_75,4445.202,40173.73046875,0.035745833069086075,0.015557234715503677
240,|(6) PPO|PPO_model_0,_1_81,4918.074,46088.5,0.02749946154654026,0.005030398046350944
241,|(6) PPO|PPO_model_0,_1_88,4624.7812,45500.08984375,0.03291730582714081,0.02415361931921137
242,|(6) PPO|PPO_model_0,_1_43,4453.015,58579.03125,0.014436610974371433,0.025106668645067564
243,|(6) PPO|PPO_model_0,_1_44,4416.664,57502.96875,0.03645780310034752,0.028877886037508384
244,|(6) PPO|PPO_model_0,_1_10,4276.2207,73238.734375,0.01830132305622101,0.022059549205316612
