,candidate,run,makespan,tardiness,makespan_reward,tardiness_reward
85,|(2) Initialization|model|Xavier_model_0,_1_48,4372.2275,52538.46484375,0.02125977911055088,0.042419433239506844
86,|(2) Initialization|model|Xavier_model_0,_1_83,4571.0312,38850.328125,0.03303481638431549,0.009711129790621238
87,|(2) Initialization|model|Xavier_model_0,_1_77,4695.6494,37124.98046875,0.0031441710889339447,0.04487680075585057
88,|(2) Initialization|model|Xavier_model_0,_1_14,4455.529,55396.484375,0.02500089444220066,0.02937406106985726
89,|(2) Initialization|model|Xavier_model_0,_1_13,5143.6235,46820.7578125,0.0,0.028440215291434742
90,|(2) Initialization|model|Xavier_model_0,_1_25,4488.1064,36729.125,0.016568806022405624,0.004217798415398526
91,|(2) Initialization|model|Xavier_model_0,_1_22,5004.924,52233.609375,0.011204695329070091,0.0525106467452062
92,|(2) Initialization|model|Xavier_model_0,_1_49,5218.1772,36362.23046875,0.028919324278831482,0.020567854579603986
93,|(2) Initialization|model|Xavier_model_0,_1_76,5200.9126,36859.6953125,0.02190818451344967,0.026578469004774695
94,|(2) Initialization|model|Xavier_model_0,_1_82,4570.2773,47622.93359375,0.033955443650484085,0.026658453001434435
95,|(2) Initialization|model|Xavier_model_0,_1_85,4902.7974,52441.0703125,0.021909842267632484,0.033354849961565625
96,|(2) Initialization|model|Xavier_model_0,_1_71,4820.654,56088.31640625,0.03718097135424614,0.02444482476983656
97,|(2) Initialization|model|Xavier_model_0,_1_78,4551.1455,60839.125,0.02546188235282898,0.023333152893400717
98,|(2) Initialization|model|Xavier_model_0,_1_47,4796.9653,45722.1328125,0.029948635026812553,0.007663021374926632
99,|(2) Initialization|model|Xavier_model_0,_1_40,4237.9307,57034.7109375,0.029742322862148285,0.04669650240548719
100,|(2) Initialization|model|Orthogonal_model_1,_1_35,4587.0693,64171.77734375,0.002398027805611491,0.035035161467879744
101,|(2) Initialization|model|Orthogonal_model_1,_1_32,4829.627,57417.03515625,0.024715827777981758,0.04969123821718961
102,|(2) Initialization|model|Orthogonal_model_1,_1_92,4588.457,53098.484375,0.014817873015999794,0.021521054757860023
103,|(2) Initialization|model|Orthogonal_model_1,_1_66,5117.033,55078.1171875,0.0,0.028210618770616053
104,|(2) Initialization|model|Orthogonal_model_1,_1_59,5038.28,29070.484375,0.012872889637947083,0.02822812684183627
105,|(2) Initialization|model|Orthogonal_model_1,_1_61,4171.5137,56757.1171875,0.0,0.01750016802378837
106,|(2) Initialization|model|Orthogonal_model_1,_1_95,4225.5215,52431.11328125,0.04630689695477486,0.016027381639155805
107,|(2) Initialization|model|Orthogonal_model_1,_1_57,4305.4883,36907.81640625,0.03239729627966881,0.017263971133549237
108,|(2) Initialization|model|Orthogonal_model_1,_1_68,4371.714,45497.125,0.03447633236646652,0.022849849082126627
109,|(2) Initialization|model|Orthogonal_model_1,_1_50,4712.528,49068.5625,0.03388102352619171,0.040942118773745206
110,|(2) Initialization|model|Orthogonal_model_1,_1_33,4859.5786,56389.484375,0.054162874817848206,0.02627015388157105
111,|(2) Initialization|model|Orthogonal_model_1,_1_34,4571.954,23268.396484375,0.044712044298648834,0.030601844889596143
112,|(2) Initialization|model|Orthogonal_model_1,_1_51,4199.586,62765.79296875,0.03400377556681633,0.020523760440913315
113,|(2) Initialization|model|Orthogonal_model_1,_1_56,4254.1455,36905.734375,0.044364187866449356,0.029450327838137495
114,|(2) Initialization|model|Orthogonal_model_1,_1_69,4792.401,53961.33984375,0.02885584533214569,0.0047328085405888174
115,|(2) Initialization|model|Orthogonal_model_1,_1_94,4618.179,55140.92578125,0.03526834398508072,0.018422236020353925
116,|(2) Initialization|model|Orthogonal_model_1,_1_60,5111.843,34186.40234375,0.03092847764492035,0.016826459548860546
117,|(2) Initialization|model|Orthogonal_model_1,_1_67,4638.0513,50277.2734375,0.0,0.030797130719991492
118,|(2) Initialization|model|Orthogonal_model_1,_1_93,4450.7954,43350.3046875,0.03368228301405907,0.025794004767789744
119,|(2) Initialization|model|Orthogonal_model_1,_1_58,4606.3926,29276.84765625,0.0035423296503722668,0.02217159586944576
120,|(2) Initialization|model|Orthogonal_model_1,_1_5,4711.7905,44640.58203125,0.03257080540060997,0.05500076402628761
121,|(2) Initialization|model|Orthogonal_model_1,_1_2,4965.267,63106.9375,0.011027070693671703,0.04761826788992082
122,|(2) Initialization|model|Orthogonal_model_1,_1_3,4232.7056,41721.046875,0.023045524954795837,0.020305348586519077
123,|(2) Initialization|model|Orthogonal_model_1,_1_4,5212.9634,47498.2734375,0.025667482987046242,0.004524543319470812
124,|(2) Initialization|model|Orthogonal_model_1,_1_45,4217.4434,36652.4609375,0.04052272439002991,0.03321744007509513
125,|(2) Initialization|model|Orthogonal_model_1,_1_89,4471.7993,41810.32421875,0.015887686982750893,0.03498490976649776
126,|(2) Initialization|model|Orthogonal_model_1,_1_42,4806.993,51962.8671875,0.02152048982679844,0.026867491591663458
127,|(2) Initialization|model|Orthogonal_model_1,_1_80,4970.4614,44847.2578125,0.02059357240796089,0.02925246457112874
128,|(2) Initialization|model|Orthogonal_model_1,_1_74,5302.282,46957.7109375,0.0,0.03036192530616421
129,|(2) Initialization|model|Orthogonal_model_1,_1_73,5031.8804,38109.35546875,0.0346839614212513,0.033047674024493406
130,|(2) Initialization|model|Orthogonal_model_1,_1_87,4501.9077,59263.0234375,0.0071572125889360905,0.03908205792208764
131,|(2) Initialization|model|Orthogonal_model_1,_1_27,4454.583,43741.48828125,0.05069814994931221,0.006278437412355367
132,|(2) Initialization|model|Orthogonal_model_1,_1_18,4503.42,47199.21875,0.03171994909644127,0.011419185418466432
133,|(2) Initialization|model|Orthogonal_model_1,_1_20,4448.1826,32087.58203125,0.017454495653510094,0.024806768640893397
134,|(2) Initialization|model|Orthogonal_model_1,_1_16,4768.291,38941.8125,0.022970469668507576,0.029819788289776473
135,|(2) Initialization|model|Orthogonal_model_1,_1_29,4162.9863,43573.8359375,0.05266987904906273,0.057123521057682904
136,|(2) Initialization|model|Orthogonal_model_1,_1_11,4550.387,38673.19921875,0.04206128045916557,0.01633136482852377
137,|(2) Initialization|model|Orthogonal_model_1,_1_86,4693.0933,40034.1875,0.016367772594094276,0.0
138,|(2) Initialization|model|Orthogonal_model_1,_1_72,4695.164,45293.5546875,0.03722120076417923,0.043423144940898224
139,|(2) Initialization|model|Orthogonal_model_1,_1_75,4448.7373,38508.3671875,0.04251602664589882,0.026908136026931
140,|(2) Initialization|model|Orthogonal_model_1,_1_81,4892.2,43815.484375,0.03258254751563072,0.01284365427542531
141,|(2) Initialization|model|Orthogonal_model_1,_1_88,4627.7705,50658.8203125,0.03304096311330795,0.00413625865206313
142,|(2) Initialization|model|Orthogonal_model_1,_1_43,4190.669,56486.69921875,0.042432233691215515,0.03102072754974213
143,|(2) Initialization|model|Orthogonal_model_1,_1_44,4539.464,54516.6640625,0.02349826879799366,0.032161051061920284
144,|(2) Initialization|model|Orthogonal_model_1,_1_10,4139.834,66735.765625,0.040011078119277954,0.029821607688856402
145,|(2) Initialization|model|Orthogonal_model_1,_1_17,4696.107,59696.3671875,0.033762235194444656,0.01897459655916249
146,|(2) Initialization|model|Orthogonal_model_1,_1_28,4629.3403,58376.703125,0.001143952482379973,0.049392191143444085
147,|(2) Initialization|model|Orthogonal_model_1,_1_21,4856.9487,48474.9453125,0.07086237519979477,0.0015450308768092285
148,|(2) Initialization|model|Orthogonal_model_1,_1_26,5545.399,48145.6328125,0.0,0.03131038172060287
149,|(2) Initialization|model|Orthogonal_model_1,_1_19,4530.1006,41617.421875,0.020879903808236122,0.016730864231375972
150,|(2) Initialization|model|Orthogonal_model_1,_1_62,5062.704,45159.2421875,0.02956848032772541,0.03018012728956893
151,|(2) Initialization|model|Orthogonal_model_1,_1_96,4843.6377,52689.66796875,0.0,0.022827521491077533
152,|(2) Initialization|model|Orthogonal_model_1,_1_91,4971.9307,31439.150390625,0.003454248420894146,0.025149585640115876
153,|(2) Initialization|model|Orthogonal_model_1,_1_65,4431.684,46369.56640625,0.031667713075876236,0.0
154,|(2) Initialization|model|Orthogonal_model_1,_1_53,4717.2207,40811.421875,0.014302919618785381,0.01312742748237754
155,|(2) Initialization|model|Orthogonal_model_1,_1_98,4845.5303,38377.33984375,0.038106586784124374,0.03189278727131845
156,|(2) Initialization|model|Orthogonal_model_1,_1_54,4217.8076,36151.90234375,0.0333845429122448,0.032913183970669516
157,|(2) Initialization|model|Orthogonal_model_1,_1_38,5091.3813,40871.51953125,0.0,0.04149719293248293
158,|(2) Initialization|model|Orthogonal_model_1,_1_31,4370.124,46795.53515625,0.014836658723652363,0.01209695756338968
159,|(2) Initialization|model|Orthogonal_model_1,_1_36,4924.752,43586.20703125,0.05249229818582535,0.024017226660114296
160,|(2) Initialization|model|Orthogonal_model_1,_1_55,5244.238,33941.84765625,0.003417130559682846,0.0188523493213521
161,|(2) Initialization|model|Orthogonal_model_1,_1_52,4579.372,51737.34375,0.018307853490114212,0.006458632036517256
162,|(2) Initialization|model|Orthogonal_model_1,_1_99,4552.123,45537.57421875,0.03745511546730995,0.013782863849875834
163,|(2) Initialization|model|Orthogonal_model_1,_1_64,6090.7812,29671.666015625,0.0,0.0
164,|(2) Initialization|model|Orthogonal_model_1,_1_90,4788.8896,51247.453125,0.021870119497179985,0.015143053382525341
165,|(2) Initialization|model|Orthogonal_model_1,_1_97,4475.55,37184.734375,0.04905529320240021,0.01924475679931967
166,|(2) Initialization|model|Orthogonal_model_1,_1_63,4659.2314,44889.07421875,0.04959813877940178,0.017736950913925225
167,|(2) Initialization|model|Orthogonal_model_1,_1_37,4941.01,57562.79296875,0.027867866680026054,0.038948653429480506
168,|(2) Initialization|model|Orthogonal_model_1,_1_30,5224.8696,44767.09765625,0.021626288071274757,0.013105805897568594
169,|(2) Initialization|model|Orthogonal_model_1,_1_39,4608.4116,50455.3828125,0.027567805722355843,0.0156152508517983
170,|(2) Initialization|model|Orthogonal_model_1,_1_100,4275.244,33815.87109375,0.052524786442518234,0.013949631691293119
171,|(2) Initialization|model|Orthogonal_model_1,_1_8,4388.2266,49025.57421875,0.04592704772949219,0.025964211692838246
172,|(2) Initialization|model|Orthogonal_model_1,_1_1,4584.3633,45244.88671875,0.02492787502706051,0.005439065475395819
173,|(2) Initialization|model|Orthogonal_model_1,_1_6,4695.0493,56595.015625,0.0032276411075145006,0.0
174,|(2) Initialization|model|Orthogonal_model_1,_1_7,4675.2964,37441.15625,0.040738243609666824,0.016232808811588936
175,|(2) Initialization|model|Orthogonal_model_1,_1_9,4008.8682,63007.9375,0.03214303031563759,0.0
176,|(2) Initialization|model|Orthogonal_model_1,_1_23,4548.259,37463.05078125,0.0,0.008786179713222635
177,|(2) Initialization|model|Orthogonal_model_1,_1_24,4767.246,35913.46875,0.03512534126639366,0.02957307420919277
178,|(2) Initialization|model|Orthogonal_model_1,_1_12,4143.4194,48597.24609375,0.038179609924554825,0.025919612569756955
179,|(2) Initialization|model|Orthogonal_model_1,_1_15,4617.4736,56445.171875,0.015551671385765076,0.03909128159195783
180,|(2) Initialization|model|Orthogonal_model_1,_1_41,4759.4727,52758.6796875,0.03269583359360695,0.03117554335508775
181,|(2) Initialization|model|Orthogonal_model_1,_1_79,5095.9443,36865.70703125,0.00358282751403749,0.03472308310838528
182,|(2) Initialization|model|Orthogonal_model_1,_1_46,4598.9453,38905.5859375,0.0,0.0
183,|(2) Initialization|model|Orthogonal_model_1,_1_70,4636.4116,36908.43359375,0.049677345901727676,0.0
184,|(2) Initialization|model|Orthogonal_model_1,_1_84,4762.346,58994.08984375,0.015877798199653625,0.005296043531219894
185,|(2) Initialization|model|Orthogonal_model_1,_1_48,4306.367,60429.328125,0.03002275712788105,0.02451978078266455
186,|(2) Initialization|model|Orthogonal_model_1,_1_83,4599.934,35435.953125,0.03138989582657814,0.023698705431535426
187,|(2) Initialization|model|Orthogonal_model_1,_1_77,4842.8804,37688.21484375,0.0,0.0428191834469548
188,|(2) Initialization|model|Orthogonal_model_1,_1_14,4336.79,57244.85546875,0.03805458918213844,0.022023660379404283
189,|(2) Initialization|model|Orthogonal_model_1,_1_13,5143.6235,45630.9453125,0.0,0.03200368167455778
190,|(2) Initialization|model|Orthogonal_model_1,_1_25,4512.661,32633.421875,0.012440027669072151,0.025642100746325842
191,|(2) Initialization|model|Orthogonal_model_1,_1_22,4967.9087,66017.3046875,0.01570582389831543,0.02149418266708052
192,|(2) Initialization|model|Orthogonal_model_1,_1_49,5163.0166,36086.765625,0.05328545719385147,0.021353405399397264
193,|(2) Initialization|model|Orthogonal_model_1,_1_76,5079.9126,36030.87109375,0.04680396988987923,0.029916924799788074
194,|(2) Initialization|model|Orthogonal_model_1,_1_82,4524.3335,48673.13671875,0.03690395504236221,0.02238891820273757
195,|(2) Initialization|model|Orthogonal_model_1,_1_85,5030.9595,56087.91015625,0.0,0.0193123959468719
196,|(2) Initialization|model|Orthogonal_model_1,_1_71,5025.981,56307.94921875,0.010114038363099098,0.023369282244559652
197,|(2) Initialization|model|Orthogonal_model_1,_1_78,4484.7285,61136.4453125,0.029574846848845482,0.022378739757102774
198,|(2) Initialization|model|Orthogonal_model_1,_1_47,4926.468,43527.94921875,0.013755172491073608,0.016000105914670135
199,|(2) Initialization|model|Orthogonal_model_1,_1_40,4252.8154,65938.1015625,0.028705256059765816,0.02675299286342558
200,|(6) PPO|PPO_model_0,_1_35,4228.2485,62382.4140625,0.053013455122709274,0.03931587042214367
201,|(6) PPO|PPO_model_0,_1_32,4282.6333,60337.92578125,0.050154197961091995,0.036990146185331675
202,|(6) PPO|PPO_model_0,_1_92,4267.1113,45024.26171875,0.05793648958206177,0.051620711367105776
203,|(6) PPO|PPO_model_0,_1_66,4766.1895,44980.56640625,0.027634847909212112,0.06931786980604457
204,|(6) PPO|PPO_model_0,_1_59,4905.388,23623.974609375,0.029195623472332954,0.05375223564879441
205,|(6) PPO|PPO_model_0,_1_61,3932.0986,39431.640625,0.0455690436065197,0.04556945635096378
206,|(6) PPO|PPO_model_0,_1_95,4229.33,39731.390625,0.045982345938682556,0.05560673180658708
207,|(6) PPO|PPO_model_0,_1_57,4195.62,21819.34375,0.040421295911073685,0.0668527512552763
208,|(6) PPO|PPO_model_0,_1_68,4204.5527,34714.9921875,0.04978688806295395,0.06255706771008884
209,|(6) PPO|PPO_model_0,_1_50,4589.843,47347.1953125,0.04456430673599243,0.04581472597497368
210,|(6) PPO|PPO_model_0,_1_33,4984.8364,51665.1796875,0.035717178136110306,0.04424222035358795
211,|(6) PPO|PPO_model_0,_1_34,4556.954,18989.59375,0.04632259160280228,0.04668536770151384
212,|(6) PPO|PPO_model_0,_1_51,4156.37,51095.859375,0.03730956092476845,0.05576536923649282
213,|(6) PPO|PPO_model_0,_1_56,4276.2104,26391.958984375,0.03949461504817009,0.06906446215161727
214,|(6) PPO|PPO_model_0,_1_69,4427.608,35850.8828125,0.05604176968336105,0.06534172970349941
215,|(6) PPO|PPO_model_0,_1_94,4618.179,44147.6015625,0.03526834398508072,0.06138639082724955
216,|(6) PPO|PPO_model_0,_1_60,4947.22,25167.197265625,0.045263078063726425,0.05223890720749663
217,|(6) PPO|PPO_model_0,_1_67,4249.6753,43127.23046875,0.06225314736366272,0.05699265535084241
218,|(6) PPO|PPO_model_0,_1_93,4422.2627,34674.265625,0.040524065494537354,0.05985613509979824
219,|(6) PPO|PPO_model_0,_1_58,4322.3706,24595.314453125,0.05993853136897087,0.04668833223994226
220,|(6) PPO|PPO_model_0,_1_5,4772.335,52148.70703125,0.02554345689713955,0.03418693585110541
221,|(6) PPO|PPO_model_0,_1_2,4744.6094,70767.7578125,0.03135492280125618,0.02508296346635974
222,|(6) PPO|PPO_model_0,_1_3,3921.5999,29598.67578125,0.06931409239768982,0.06689968687940194
223,|(6) PPO|PPO_model_0,_1_4,5161.7085,36900.1640625,0.03639509528875351,0.059603987808656805
224,|(6) PPO|PPO_model_0,_1_45,4192.4326,27948.939453125,0.04288036748766899,0.06766234125612422
225,|(6) PPO|PPO_model_0,_1_89,4130.9404,37523.66015625,0.04105181246995926,0.04514300987466662
226,|(6) PPO|PPO_model_0,_1_42,4658.993,40980.91796875,0.05021435022354126,0.06356464337591883
227,|(6) PPO|PPO_model_0,_1_80,4648.25,35473.4140625,0.04120476171374321,0.058647685040212685
228,|(6) PPO|PPO_model_0,_1_74,4602.3604,34288.41015625,0.06425150483846664,0.07109909279589137
229,|(6) PPO|PPO_model_0,_1_73,4986.9526,30723.61328125,0.04511021450161934,0.05559151965806945
230,|(6) PPO|PPO_model_0,_1_87,4198.328,52565.953125,0.04566114395856857,0.06288393445872961
231,|(6) PPO|PPO_model_0,_1_27,4713.0635,31189.552734375,0.022243762388825417,0.06922747679952045
232,|(6) PPO|PPO_model_0,_1_18,4395.0757,33818.7265625,0.04332851618528366,0.08665663136402327
233,|(6) PPO|PPO_model_0,_1_20,4242.5596,23859.015625,0.06396697461605072,0.07413180366490592
234,|(6) PPO|PPO_model_0,_1_16,4229.2646,34898.95703125,0.07832997292280197,0.05256818704886161
235,|(6) PPO|PPO_model_0,_1_29,4141.588,50165.55859375,0.05772203579545021,0.03785307116303836
236,|(6) PPO|PPO_model_0,_1_11,4517.742,29831.32421875,0.04956451430916786,0.060923423739560244
237,|(6) PPO|PPO_model_0,_1_86,4546.19,26866.7109375,0.0376281663775444,0.05491828262204997
238,|(6) PPO|PPO_model_0,_1_72,4662.128,47717.6875,0.04015282914042473,0.033507894894304016
239,|(6) PPO|PPO_model_0,_1_75,4338.7373,29139.34765625,0.06793321669101715,0.05698234963783459
240,|(6) PPO|PPO_model_0,_1_81,4794.46,30462.376953125,0.04440748691558838,0.06421075052950224
241,|(6) PPO|PPO_model_0,_1_88,4510.4473,31821.349609375,0.06420907378196716,0.07567326220895927
242,|(6) PPO|PPO_model_0,_1_43,4109.7188,44955.15625,0.04886499047279358,0.07636620755124993
243,|(6) PPO|PPO_model_0,_1_44,4390.0347,53008.6640625,0.0443195104598999,0.03708800591365269
244,|(6) PPO|PPO_model_0,_1_10,4141.452,64355.80078125,0.039878662675619125,0.03801682713453997
245,|(6) PPO|PPO_model_0,_1_17,4665.107,51753.47265625,0.03793938830494881,0.052906298084022425
