,candidate,run,makespan,tardiness,makespan_reward,tardiness_reward
0,|Local_model_4,_1_9,3793.6077,47651.109375,0.3218986690044403,0.25778310613577443
1,|Local_model_4,_1_40,3850.8167,51739.171875,0.36067888140678406,0.29036285445263943
2,|Local_model_4,_1_10,3909.5886,57915.91796875,0.4504444897174835,0.23554103550824948
3,|Local_model_4,_1_61,3924.9734,32503.638671875,0.2633625566959381,0.2983860719815277
4,|Local_model_4,_1_89,4025.495,34430.05859375,0.3186401128768921,0.2543310813270714
5,|Local_model_4,_1_48,4030.584,54213.76171875,0.35285302996635437,0.18928355182394746
6,|Local_model_4,_1_6,4074.5046,33394.9609375,0.3566625416278839,0.2615101405794102
7,|Local_model_4,_1_31,4078.887,32613.923828125,0.3138235807418823,0.19632901353889573
8,|Local_model_4,_1_29,4097.2466,43611.57421875,0.30783867835998535,0.19639343279351565
9,|Local_model_4,_1_12,4101.829,35766.37890625,0.29037752747535706,0.265560233675157
10,|Local_model_4,_1_77,4104.537,37753.86328125,0.2740418016910553,0.14895063905339836
11,|Local_model_4,_1_3,4108.367,27097.328125,0.2800140678882599,0.0
12,|Local_model_4,_1_54,4115.3945,29636.716796875,0.32749006152153015,0.14229684673428805
13,|Local_model_4,_1_43,4139.411,46415.69921875,0.2910979688167572,0.1284679904934807
14,|Local_model_4,_1_19,4141.1523,27130.005859375,0.41962170600891113,0.2757798548973782
15,|Local_model_4,_1_35,4177.2485,59510.15625,0.34391316771507263,0.2222653576979956
16,|Local_model_4,_1_51,4181.1055,46437.80859375,0.0,0.23324776644706371
17,|Local_model_4,_1_96,4205.2583,45978.24609375,0.29079803824424744,0.0
18,|Local_model_4,_1_87,4214.328,51534.49609375,0.3036092221736908,0.20413053069399908
19,|Local_model_4,_1_68,4226.4443,33190.88671875,0.36734330654144287,0.2501051769976599
20,|Local_model_4,_1_32,4226.915,57058.41015625,0.27454063296318054,0.24170860126143162
21,|Local_model_4,_1_57,4229.796,22303.947265625,0.1874365359544754,0.20846845761832009
22,|Local_model_4,_1_44,4232.199,45160.5234375,0.4216453433036804,0.18767083208697197
23,|Local_model_4,_1_78,4252.095,48593.72265625,0.3397543728351593,0.09234535251594152
24,|Local_model_4,_1_95,4269.676,39900.03125,0.20468716323375702,0.13034760688142785
25,|Local_model_4,_1_56,4275.168,27072.529296875,0.3409625291824341,0.18898960707686083
26,|Local_model_4,_1_52,4277.0444,32372.779296875,0.22405758500099182,0.26374416289789326
27,|Local_model_4,_1_28,4280.3027,56396.64453125,0.15869638323783875,0.3166441270589103
28,|Local_model_4,_1_92,4284.154,38199.28515625,0.34630176424980164,0.25707556850950924
29,|Local_model_4,_1_14,4287.5522,46129.59765625,0.25421786308288574,0.1816256608799915
30,|Local_model_4,_1_18,4290.947,34178.62890625,0.27947524189949036,0.24029223438954228
31,|Local_model_4,_1_67,4308.541,38314.77734375,0.3644871711730957,0.26978537825162996
32,|Local_model_4,_1_46,4313.775,21954.052734375,0.2703465223312378,0.25478834691191893
33,|Local_model_4,_1_100,4332.6914,24540.716796875,0.2117270678281784,0.0
34,|Local_model_4,_1_20,4342.2163,23434.201171875,0.04204804450273514,0.15356977967180965
35,|Local_model_4,_1_15,4347.4736,54463.30859375,0.3503682017326355,0.21364096754827905
36,|Local_model_4,_1_45,4350.57,26202.888671875,0.10671646893024445,0.25615509979778267
37,|Local_model_4,_1_65,4353.684,25321.494140625,0.2420596182346344,0.29075481170819045
