+-------------------------------+--------------------+---------------------+--------------------+
|           candidate           |  makespan_reward   |  tardiness_reward   |     total_sum      |
+-------------------------------+--------------------+---------------------+--------------------+
|   |Rule_DDQN|Local_model_4    | 5.120371718425304  |  5.344001769897262  | 10.464373488322565 |
|   |Rule_DDQN|Global_model_3   | 5.025789082981646  |  5.38704040362105   | 10.412829486602696 |
|   |Rule_DDQN|Local_model_7    | 5.056183872744441  |  5.334841915281887  | 10.391025788026328 |
|   |Rule_DDQN|Local_model_5    | 5.056183872744441  |  5.334841915281887  | 10.391025788026328 |
|   |Rule_DDQN|Global_model_1   | 4.981589647009969  |  5.381983846250668  | 10.363573493260636 |
|   |Rule_DDQN|Global_model_0   | 4.287920039147139  |  5.171282135679208  | 9.459202174826347  |
|    |Rule_PPO|Local_model_6    | 4.043043225305155  |  5.271493044902338  | 9.314536270207494  |
|   |Rule_PPO|Global_model_1    | 3.275160968012642  |  4.468823995562215  | 7.743984963574857  |
|    |Rule_PPO|Local_model_7    | 2.8071481396473246 |  4.599904453540251  | 7.407052593187576  |
|    |Rule_PPO|Local_model_4    | 2.315830918145366  | 4.8327226114994755  | 7.1485535296448415 |
|   |Rule_PPO|Global_model_0    | 2.0416043095428904 |  4.470247524376998  | 6.511851833919889  |
|    |Rule_PPO|Local_model_5    | 1.7740171346231364 |  4.673403844492204  |  6.44742097911534  |
|  |Flexible_PPO|Local_model_5  | 2.841963270562701  |  3.419546852889175  | 6.261510123451876  |
|   |Rule_PPO|Global_model_2    | 1.7431524515268393 |  4.48197592883689   |  6.22512838036373  |
|   |Rule_PPO|Global_model_3    | 1.5878150184289552 |  4.588179310285971  | 6.175994328714927  |
| |Flexible_DDQN|Global_model_1 | 4.704588237218559  |  1.358919150422291  |  6.06350738764085  |
| |Flexible_DDQN|Local_model_7  | 2.3612573200371116 | 3.4973670107633414  | 5.858624330800453  |
| |Flexible_DDQN|Local_model_5  | 4.341326704714447  | 1.2973986013286851  | 5.638725306043132  |
|  |Flexible_PPO|Local_model_4  | 3.6763014090247452 | 1.9176328208627047  |  5.59393422988745  |
| |Flexible_DDQN|Local_model_4  | 4.3810484445421025 | 1.1294074755410681  | 5.510455920083171  |
|   |Rule_DDQN|Local_model_6    | 0.6035288805142045 |  4.81656232547283   | 5.420091205987035  |
| |Flexible_DDQN|Global_model_3 | 4.628043452743441  | 0.7607820947143589  |  5.3888255474578   |
| |Flexible_DDQN|Global_model_0 | 3.3477611811831594 | 2.0038498937442637  | 5.351611074927423  |
|   |Rule_DDQN|Global_model_2   | 0.5231438100454397 |  4.816999290221105  | 5.340143100266545  |
|  |Flexible_PPO|Local_model_6  |  4.53472688421607  | 0.7317340931912187  | 5.266460977407289  |
|  |Flexible_PPO|Local_model_7  | 2.3301233518868685 |  2.808177413681139  | 5.138300765568007  |
| |Flexible_PPO|Global_model_3  | 3.694520154269412  | 1.3444760906081998  | 5.038996244877612  |
| |Flexible_DDQN|Global_model_2 | 4.3740827003493905 | 0.4978974988932112  | 4.871980199242602  |
| |Flexible_DDQN|Local_model_6  | 4.541773946722969  | 0.25850668815810146 | 4.800280634881071  |
+-------------------------------+--------------------+---------------------+--------------------+
