,candidate,run,makespan,tardiness,makespan_reward,tardiness_reward
0,|Local_model_4,_1_35,4272.2485,54888.53125,0.27412816882133484,0.290972383134768
1,|Local_model_4,_1_32,4684.544,54441.265625,0.0,0.25192319126071056
2,|Local_model_4,_1_92,4365.7837,36136.47265625,0.1497785449028015,0.29345159415920835
3,|Local_model_4,_1_66,4766.1895,40931.15625,0.07546001672744751,0.28761464409993664
4,|Local_model_4,_1_59,4689.7,20692.013671875,0.43858063220977783,0.2925176014735776
5,|Local_model_4,_1_61,4056.578,27947.71875,0.09275130927562714,0.3161669298529927
6,|Local_model_4,_1_95,4556.773,37398.1953125,0.0,0.22201354521993247
7,|Local_model_4,_1_57,4246.674,21804.142578125,0.23640258610248566,0.19444703339877586
8,|Local_model_4,_1_68,4337.8516,33938.17578125,0.07196183502674103,0.2547049353168526
9,|Local_model_4,_1_50,4666.032,46455.703125,0.15565696358680725,0.26853189667697264
10,|Local_model_4,_1_33,5001.0537,43945.29296875,0.11573893576860428,0.24383052701254965
11,|Local_model_4,_1_34,4821.112,16183.3984375,0.20328183472156525,0.24601108221109164
12,|Local_model_4,_1_51,4165.6357,48228.15625,0.16932857036590576,0.23767656139812326
13,|Local_model_4,_1_56,4252.131,25682.2109375,0.33129382133483887,0.3174186304979796
14,|Local_model_4,_1_69,4650.999,31429.02734375,0.30959632992744446,0.2532350693208677
15,|Local_model_4,_1_94,4618.179,38632.359375,0.21490803360939026,0.2798798245951523
16,|Local_model_4,_1_60,5048.859,22223.935546875,0.16740243136882782,0.3247118107863935
17,|Local_model_4,_1_67,4354.5215,37006.5703125,0.16819672286510468,0.2666262485453257
18,|Local_model_4,_1_93,4445.2817,31500.412109375,0.19597044587135315,0.34619427477687986
19,|Local_model_4,_1_58,4394.2324,19722.275390625,0.25957027077674866,0.3197996757263153
20,|Local_model_4,_1_5,4724.419,46053.21484375,0.17248792946338654,0.2276934527656073
21,|Local_model_4,_1_2,4406.7754,59118.3359375,0.38314589858055115,0.21604016142149643
22,|Local_model_4,_1_3,4209.568,25131.556640625,0.008347700349986553,0.2490971473696685
23,|Local_model_4,_1_4,5130.723,33585.0546875,0.3334580659866333,0.28117077680114017
24,|Local_model_4,_1_45,4356.2,28821.103515625,0.06852278113365173,0.23969443188945305
25,|Local_model_4,_1_89,4077.286,32262.228515625,0.2401501089334488,0.3945960279100058
26,|Local_model_4,_1_42,4819.9937,38164.97265625,0.0,0.21848895013353092
27,|Local_model_4,_1_80,4609.074,29323.31640625,0.20088528096675873,0.23244704698535465
28,|Local_model_4,_1_74,4750.3877,32782.19921875,0.2247270941734314,0.4610436162581909
29,|Local_model_4,_1_73,4981.8804,25871.890625,0.12471537292003632,0.2646827872465848
30,|Local_model_4,_1_87,4259.328,55225.45703125,0.1946050077676773,0.21354291859294894
31,|Local_model_4,_1_27,4818.7007,29327.3359375,0.0,0.24294451118450278
